Precinct,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,voters_gender_m,voters_gender_f,voters_gender_unknown,party_dem,party_rep,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_99,eth2_64,eth2_93,eth2_23,eth2_10,eth2_30,eth2_81,eth2_21,eth2_14,eth2_34,eth2_32,eth2_12,eth2_29,eth2_61,eth2_35,eth2_85,eth2_33,eth2_15,eth2_66,eth2_55,eth2_19,eth2_38,eth2_26,eth2_13,eth2_59,eth2_unk,languages_description_english,languages_description_spanish,languages_description_vietnamese,languages_description_hindi,languages_description_chinese,languages_description_korean,languages_description_other,languages_description_unknown,commercialdata_estimatedhhincomeamount_avg,s20221220_voted_all,s20221220_reg_all,s20221220_voted_gender_m,s20221220_reg_gender_m,s20221220_voted_gender_f,s20221220_reg_gender_f,s20221220_voted_gender_unk,s20221220_reg_gender_unk,s20221220_voted_eur,s20221220_reg_eur,s20221220_voted_hisp,s20221220_reg_hisp,s20221220_voted_aa,s20221220_reg_aa,s20221220_voted_esa,s20221220_reg_esa,s20221220_voted_oth,s20221220_reg_oth,s20221220_voted_unk,s20221220_reg_unk,r20221206_voted_all,r20221206_reg_all,r20221206_voted_gender_m,r20221206_reg_gender_m,r20221206_voted_gender_f,r20221206_reg_gender_f,r20221206_voted_gender_unk,r20221206_reg_gender_unk,r20221206_voted_eur,r20221206_reg_eur,r20221206_voted_hisp,r20221206_reg_hisp,r20221206_voted_aa,r20221206_reg_aa,r20221206_voted_esa,r20221206_reg_esa,r20221206_voted_oth,r20221206_reg_oth,r20221206_voted_unk,r20221206_reg_unk,g20221108_voted_all,g20221108_reg_all,g20221108_voted_gender_m,g20221108_reg_gender_m,g20221108_voted_gender_f,g20221108_reg_gender_f,g20221108_voted_gender_unk,g20221108_reg_gender_unk,g20221108_voted_eur,g20221108_reg_eur,g20221108_voted_hisp,g20221108_reg_hisp,g20221108_voted_aa,g20221108_reg_aa,g20221108_voted_esa,g20221108_reg_esa,g20221108_voted_oth,g20221108_reg_oth,g20221108_voted_unk,g20221108_reg_unk,s20221108_voted_all,s20221108_reg_all,s20221108_voted_gender_m,s20221108_reg_gender_m,s20221108_voted_gender_f,s20221108_reg_gender_f,s20221108_voted_gender_unk,s20221108_reg_gender_unk,s20221108_voted_eur,s20221108_reg_eur,s20221108_voted_hisp,s20221108_reg_hisp,s20221108_voted_aa,s20221108_reg_aa,s20221108_voted_esa,s20221108_reg_esa,s20221108_voted_oth,s20221108_reg_oth,s20221108_voted_unk,s20221108_reg_unk,r20220621_voted_all,r20220621_reg_all,r20220621_voted_gender_m,r20220621_reg_gender_m,r20220621_voted_gender_f,r20220621_reg_gender_f,r20220621_voted_gender_unk,r20220621_reg_gender_unk,r20220621_voted_eur,r20220621_reg_eur,r20220621_voted_hisp,r20220621_reg_hisp,r20220621_voted_aa,r20220621_reg_aa,r20220621_voted_esa,r20220621_reg_esa,r20220621_voted_oth,r20220621_reg_oth,r20220621_voted_unk,r20220621_reg_unk,s20220621_voted_all,s20220621_reg_all,s20220621_voted_gender_m,s20220621_reg_gender_m,s20220621_voted_gender_f,s20220621_reg_gender_f,s20220621_voted_gender_unk,s20220621_reg_gender_unk,s20220621_voted_eur,s20220621_reg_eur,s20220621_voted_hisp,s20220621_reg_hisp,s20220621_voted_aa,s20220621_reg_aa,s20220621_voted_esa,s20220621_reg_esa,s20220621_voted_oth,s20220621_reg_oth,s20220621_voted_unk,s20220621_reg_unk,p20220524_voted_all,p20220524_reg_all,p20220524_voted_gender_m,p20220524_reg_gender_m,p20220524_voted_gender_f,p20220524_reg_gender_f,p20220524_voted_gender_unk,p20220524_reg_gender_unk,p20220524_voted_eur,p20220524_reg_eur,p20220524_voted_hisp,p20220524_reg_hisp,p20220524_voted_aa,p20220524_reg_aa,p20220524_voted_esa,p20220524_reg_esa,p20220524_voted_oth,p20220524_reg_oth,p20220524_voted_unk,p20220524_reg_unk,s20220524_voted_all,s20220524_reg_all,s20220524_voted_gender_m,s20220524_reg_gender_m,s20220524_voted_gender_f,s20220524_reg_gender_f,s20220524_voted_gender_unk,s20220524_reg_gender_unk,s20220524_voted_eur,s20220524_reg_eur,s20220524_voted_hisp,s20220524_reg_hisp,s20220524_voted_aa,s20220524_reg_aa,s20220524_voted_esa,s20220524_reg_esa,s20220524_voted_oth,s20220524_reg_oth,s20220524_voted_unk,s20220524_reg_unk,r20220503_voted_all,r20220503_reg_all,r20220503_voted_gender_m,r20220503_reg_gender_m,r20220503_voted_gender_f,r20220503_reg_gender_f,r20220503_voted_gender_unk,r20220503_reg_gender_unk,r20220503_voted_eur,r20220503_reg_eur,r20220503_voted_hisp,r20220503_reg_hisp,r20220503_voted_aa,r20220503_reg_aa,r20220503_voted_esa,r20220503_reg_esa,r20220503_voted_oth,r20220503_reg_oth,r20220503_voted_unk,r20220503_reg_unk,r20220412_voted_all,r20220412_reg_all,r20220412_voted_gender_m,r20220412_reg_gender_m,r20220412_voted_gender_f,r20220412_reg_gender_f,r20220412_voted_gender_unk,r20220412_reg_gender_unk,r20220412_voted_eur,r20220412_reg_eur,r20220412_voted_hisp,r20220412_reg_hisp,r20220412_voted_aa,r20220412_reg_aa,r20220412_voted_esa,r20220412_reg_esa,r20220412_voted_oth,r20220412_reg_oth,r20220412_voted_unk,r20220412_reg_unk,s20220405_voted_all,s20220405_reg_all,s20220405_voted_gender_m,s20220405_reg_gender_m,s20220405_voted_gender_f,s20220405_reg_gender_f,s20220405_voted_gender_unk,s20220405_reg_gender_unk,s20220405_voted_eur,s20220405_reg_eur,s20220405_voted_hisp,s20220405_reg_hisp,s20220405_voted_aa,s20220405_reg_aa,s20220405_voted_esa,s20220405_reg_esa,s20220405_voted_oth,s20220405_reg_oth,s20220405_voted_unk,s20220405_reg_unk,s20220315_voted_all,s20220315_reg_all,s20220315_voted_gender_m,s20220315_reg_gender_m,s20220315_voted_gender_f,s20220315_reg_gender_f,s20220315_voted_gender_unk,s20220315_reg_gender_unk,s20220315_voted_eur,s20220315_reg_eur,s20220315_voted_hisp,s20220315_reg_hisp,s20220315_voted_aa,s20220315_reg_aa,s20220315_voted_esa,s20220315_reg_esa,s20220315_voted_oth,s20220315_reg_oth,s20220315_voted_unk,s20220315_reg_unk,r20211130_voted_all,r20211130_reg_all,r20211130_voted_gender_m,r20211130_reg_gender_m,r20211130_voted_gender_f,r20211130_reg_gender_f,r20211130_voted_gender_unk,r20211130_reg_gender_unk,r20211130_voted_eur,r20211130_reg_eur,r20211130_voted_hisp,r20211130_reg_hisp,r20211130_voted_aa,r20211130_reg_aa,r20211130_voted_esa,r20211130_reg_esa,r20211130_voted_oth,r20211130_reg_oth,r20211130_voted_unk,r20211130_reg_unk,r20211019_voted_all,r20211019_reg_all,r20211019_voted_gender_m,r20211019_reg_gender_m,r20211019_voted_gender_f,r20211019_reg_gender_f,r20211019_voted_gender_unk,r20211019_reg_gender_unk,r20211019_voted_eur,r20211019_reg_eur,r20211019_voted_hisp,r20211019_reg_hisp,r20211019_voted_aa,r20211019_reg_aa,r20211019_voted_esa,r20211019_reg_esa,r20211019_voted_oth,r20211019_reg_oth,r20211019_voted_unk,r20211019_reg_unk,g20201103_voted_all,g20201103_reg_all,g20201103_voted_gender_m,g20201103_reg_gender_m,g20201103_voted_gender_f,g20201103_reg_gender_f,g20201103_voted_gender_unk,g20201103_reg_gender_unk,g20201103_voted_eur,g20201103_reg_eur,g20201103_voted_hisp,g20201103_reg_hisp,g20201103_voted_aa,g20201103_reg_aa,g20201103_voted_esa,g20201103_reg_esa,g20201103_voted_oth,g20201103_reg_oth,g20201103_voted_unk,g20201103_reg_unk,pp20200609_voted_all,pp20200609_reg_all,pp20200609_voted_gender_m,pp20200609_reg_gender_m,pp20200609_voted_gender_f,pp20200609_reg_gender_f,pp20200609_voted_gender_unk,pp20200609_reg_gender_unk,pp20200609_voted_eur,pp20200609_reg_eur,pp20200609_voted_hisp,pp20200609_reg_hisp,pp20200609_voted_aa,pp20200609_reg_aa,pp20200609_voted_esa,pp20200609_reg_esa,pp20200609_voted_oth,pp20200609_reg_oth,pp20200609_voted_unk,pp20200609_reg_unk,p20200609_voted_all,p20200609_reg_all,p20200609_voted_gender_m,p20200609_reg_gender_m,p20200609_voted_gender_f,p20200609_reg_gender_f,p20200609_voted_gender_unk,p20200609_reg_gender_unk,p20200609_voted_eur,p20200609_reg_eur,p20200609_voted_hisp,p20200609_reg_hisp,p20200609_voted_aa,p20200609_reg_aa,p20200609_voted_esa,p20200609_reg_esa,p20200609_voted_oth,p20200609_reg_oth,p20200609_voted_unk,p20200609_reg_unk
177 - NO BLOCK ASSIGNMENT,218,3,16,13,26,41,33,36,31,17,2,101,117,0,82,72,64,0,0,122,2,79,1,2,12,122,75,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,79,0,0,0,0,0,0,139,86279.0,0,218,0,101,0,117,0,0,0,122,0,2,0,79,0,1,0,2,0,12,111,218,45,101,66,117,0,0,70,122,1,2,33,79,0,1,0,2,7,12,114,218,49,101,65,117,0,0,73,122,1,2,33,79,0,1,0,2,7,12,0,218,0,101,0,117,0,0,0,122,0,2,0,79,0,1,0,2,0,12,23,210,10,98,13,112,0,0,19,119,0,2,4,75,0,0,0,2,0,12,0,210,0,98,0,112,0,0,0,119,0,2,0,75,0,0,0,2,0,12,52,209,22,98,30,111,0,0,33,119,0,2,18,74,0,0,0,2,1,12,0,209,0,98,0,111,0,0,0,119,0,2,0,74,0,0,0,2,0,12,0,208,0,97,0,111,0,0,0,118,0,2,0,74,0,0,0,2,0,12,0,207,0,97,0,110,0,0,0,117,0,2,0,74,0,0,0,2,0,12,0,207,0,97,0,110,0,0,0,117,0,2,0,74,0,0,0,2,0,12,0,205,0,97,0,108,0,0,0,116,0,2,0,73,0,0,0,2,0,12,0,204,0,97,0,107,0,0,0,115,0,2,0,73,0,0,0,2,0,12,0,203,0,96,0,107,0,0,0,115,0,1,0,73,0,0,0,2,0,12,137,192,58,88,79,104,0,0,83,110,1,1,46,68,0,0,0,2,7,11,72,184,33,85,39,99,0,0,41,104,0,1,30,67,0,0,0,2,1,10,72,184,33,85,39,99,0,0,41,104,0,1,30,67,0,0,0,2,1,10
177-CENTURY FIRE STATION,3876,41,375,330,313,799,742,558,419,234,64,1804,2072,0,1308,1493,1075,0,12,2377,111,1109,54,56,169,2377,1015,111,94,28,7,15,25,14,4,1,1,0,2,5,1,3,0,1,0,1,0,2,0,0,0,181,1522,4,3,5,0,1,3,2350,2275182.0,0,3864,0,1798,0,2066,0,0,0,2372,0,111,0,1104,0,54,0,56,0,167,1926,3861,883,1795,1043,2066,0,0,1313,2370,36,111,473,1104,16,53,16,56,72,167,2190,3845,997,1786,1193,2059,0,0,1518,2363,38,111,508,1097,15,53,16,56,95,165,0,3845,0,1786,0,2059,0,0,0,2363,0,111,0,1097,0,53,0,56,0,165,384,3725,192,1723,192,2002,0,0,302,2302,2,103,58,1066,1,46,1,52,20,156,0,3725,0,1723,0,2002,0,0,0,2302,0,103,0,1066,0,46,0,52,0,156,1064,3722,515,1720,549,2002,0,0,790,2300,13,103,214,1066,4,46,5,51,38,156,0,3722,0,1720,0,2002,0,0,0,2300,0,103,0,1066,0,46,0,51,0,156,0,3712,0,1713,0,1999,0,0,0,2292,0,102,0,1066,0,46,0,50,0,156,0,3702,0,1707,0,1995,0,0,0,2284,0,101,0,1065,0,46,0,50,0,156,0,3700,0,1707,0,1993,0,0,0,2283,0,101,0,1065,0,46,0,50,0,155,0,3682,0,1696,0,1986,0,0,0,2277,0,99,0,1058,0,45,0,50,0,153,1,3655,0,1685,1,1970,0,0,0,2265,0,96,1,1054,0,43,0,50,0,147,0,3646,0,1680,0,1966,0,0,0,2257,0,96,0,1053,0,43,0,50,0,147,2622,3469,1155,1581,1467,1888,0,0,1719,2162,59,86,686,1000,25,36,24,45,109,140,1275,3288,567,1494,708,1794,0,0,846,2068,15,76,351,943,6,33,7,42,50,126,1275,3288,567,1494,708,1794,0,0,846,2068,15,76,351,943,6,33,7,42,50,126
177-CHOKEE,347,4,25,16,21,47,64,49,65,42,14,182,165,0,153,128,66,0,30,193,3,142,3,0,6,193,137,3,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,169,0,0,0,0,0,0,208,1496106.0,0,347,0,182,0,165,0,0,0,193,0,3,0,142,0,3,0,0,0,6,210,347,109,182,101,165,0,0,117,193,0,3,89,142,2,3,0,0,2,6,228,346,113,181,115,165,0,0,128,192,0,3,92,142,2,3,0,0,6,6,0,346,0,181,0,165,0,0,0,192,0,3,0,142,0,3,0,0,0,6,76,340,36,179,40,161,0,0,38,189,0,3,38,139,0,3,0,0,0,6,0,340,0,179,0,161,0,0,0,189,0,3,0,139,0,3,0,0,0,6,141,340,68,179,73,161,0,0,74,189,0,3,63,139,2,3,0,0,2,6,0,340,0,179,0,161,0,0,0,189,0,3,0,139,0,3,0,0,0,6,0,339,0,179,0,160,0,0,0,189,0,3,0,138,0,3,0,0,0,6,0,339,0,179,0,160,0,0,0,189,0,3,0,138,0,3,0,0,0,6,0,339,0,179,0,160,0,0,0,189,0,3,0,138,0,3,0,0,0,6,0,337,0,177,0,160,0,0,0,187,0,3,0,138,0,3,0,0,0,6,1,336,0,176,1,160,0,0,1,186,0,3,0,138,0,3,0,0,0,6,0,335,0,175,0,160,0,0,0,185,0,3,0,138,0,3,0,0,0,6,263,329,134,172,129,157,0,0,147,183,0,3,108,134,3,3,0,0,5,6,170,315,86,165,84,150,0,0,84,175,0,1,81,131,2,3,0,0,3,5,170,315,86,165,84,150,0,0,84,175,0,1,81,131,2,3,0,0,3,5
177-CJC,623,9,59,37,39,111,114,123,90,34,6,310,313,0,87,362,174,0,23,485,9,71,7,5,46,485,61,8,10,5,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,69,302,0,0,0,0,0,0,344,1633016.0,0,622,0,310,0,312,0,0,0,484,0,9,0,71,0,7,0,5,0,46,366,621,188,310,178,311,0,0,298,483,1,9,34,71,1,7,2,5,30,46,410,618,208,308,202,310,0,0,333,481,2,9,35,70,2,7,2,5,36,46,0,618,0,308,0,310,0,0,0,481,0,9,0,70,0,7,0,5,0,46,110,610,61,304,49,306,0,0,89,477,0,9,8,68,0,7,2,5,11,44,0,610,0,304,0,306,0,0,0,477,0,9,0,68,0,7,0,5,0,44,257,609,134,304,123,305,0,0,209,477,1,9,25,68,1,7,2,5,19,43,0,609,0,304,0,305,0,0,0,477,0,9,0,68,0,7,0,5,0,43,0,606,0,301,0,305,0,0,0,474,0,9,0,68,0,7,0,5,0,43,0,606,0,301,0,305,0,0,0,474,0,9,0,68,0,7,0,5,0,43,0,603,0,300,0,303,0,0,0,472,0,9,0,67,0,7,0,5,0,43,0,601,0,299,0,302,0,0,0,471,0,9,0,66,0,7,0,5,0,43,0,600,0,299,0,301,0,0,0,470,0,9,0,66,0,7,0,5,0,43,0,599,0,298,0,301,0,0,0,469,0,9,0,66,0,7,0,5,0,43,474,582,231,290,243,292,0,0,377,454,6,9,44,64,6,7,3,5,38,43,251,551,122,270,129,281,0,0,204,434,2,7,26,60,2,5,2,4,15,41,251,551,122,270,129,281,0,0,204,434,2,7,26,60,2,5,2,4,15,41
177-FIRST BAPTIST,3806,62,349,271,214,623,764,669,536,265,53,1816,1990,0,1115,1738,953,0,14,2493,105,871,113,37,187,2493,825,105,46,69,14,13,9,13,12,5,0,2,2,0,0,3,0,0,0,5,3,0,0,0,0,201,1776,6,3,7,0,2,8,2018,6442094.0,0,3801,0,1814,0,1987,0,0,0,2490,0,104,0,871,0,113,0,37,0,186,2349,3797,1105,1812,1244,1985,0,0,1615,2488,44,103,532,870,29,113,21,37,108,186,2543,3781,1194,1802,1349,1979,0,0,1756,2480,51,103,556,868,35,111,25,37,120,182,0,3781,0,1802,0,1979,0,0,0,2480,0,103,0,868,0,111,0,37,0,182,510,3689,249,1766,261,1923,0,0,380,2429,8,99,95,845,1,104,6,37,20,175,0,3689,0,1766,0,1923,0,0,0,2429,0,99,0,845,0,104,0,37,0,175,1369,3683,677,1762,692,1921,0,0,954,2427,24,99,313,842,10,104,12,37,56,174,0,3683,0,1762,0,1921,0,0,0,2427,0,99,0,842,0,104,0,37,0,174,0,3664,0,1749,0,1915,0,0,0,2415,0,98,0,838,0,104,0,37,0,172,0,3657,0,1746,0,1911,0,0,0,2413,0,98,0,834,0,104,0,36,0,172,0,3655,0,1744,0,1911,0,0,0,2413,0,98,0,832,0,104,0,36,0,172,0,3646,0,1738,0,1908,0,0,0,2409,0,98,0,828,0,103,0,36,0,172,0,3619,0,1725,0,1894,0,0,0,2393,0,97,0,824,0,101,0,34,0,170,2,3608,0,1722,2,1886,0,0,0,2387,0,97,2,820,0,100,0,34,0,170,2913,3503,1361,1661,1552,1842,0,0,1982,2329,68,93,645,786,62,98,26,31,130,166,1526,3338,698,1571,828,1767,0,0,989,2235,32,88,404,743,15,85,17,31,69,156,1526,3338,698,1571,828,1767,0,0,989,2235,32,88,404,743,15,85,17,31,69,156
177-FLINT REFORMED BAPTIST,2608,27,227,257,244,540,450,363,334,129,37,1193,1415,0,708,947,953,0,2,1751,81,567,29,31,149,1751,548,79,19,7,11,14,13,5,4,1,0,0,0,1,2,0,0,1,2,0,1,0,0,0,0,151,997,3,2,0,2,0,6,1600,2391887.0,0,2606,0,1192,0,1414,0,0,0,1749,0,81,0,567,0,29,0,31,0,149,1246,2602,560,1190,686,1412,0,0,869,1747,26,81,265,566,5,29,11,31,70,148,1372,2588,612,1181,760,1407,0,0,968,1736,27,81,282,563,7,29,12,31,76,148,0,2588,0,1181,0,1407,0,0,0,1736,0,81,0,563,0,29,0,31,0,148,287,2520,136,1144,151,1376,0,0,230,1696,6,80,33,538,3,29,2,31,13,146,0,2520,0,1144,0,1376,0,0,0,1696,0,80,0,538,0,29,0,31,0,146,646,2503,308,1137,338,1366,0,0,485,1684,11,80,114,536,3,29,3,30,30,144,0,2503,0,1137,0,1366,0,0,0,1684,0,80,0,536,0,29,0,30,0,144,0,2502,0,1136,0,1366,0,0,0,1683,0,80,0,536,0,29,0,30,0,144,0,2492,0,1132,0,1360,0,0,0,1675,0,80,0,535,0,29,0,30,0,143,0,2492,0,1132,0,1360,0,0,0,1675,0,80,0,535,0,29,0,30,0,143,0,2483,0,1125,0,1358,0,0,0,1672,0,79,0,534,0,28,0,30,0,140,1,2450,0,1107,1,1343,0,0,0,1655,0,76,1,525,0,28,0,27,0,139,0,2442,0,1104,0,1338,0,0,0,1651,0,75,0,524,0,28,0,27,0,137,1669,2371,731,1078,938,1293,0,0,1151,1614,46,71,348,503,12,25,17,27,95,131,789,2242,330,1020,459,1222,0,0,535,1525,18,66,192,477,5,24,4,25,35,125,789,2242,330,1020,459,1222,0,0,535,1525,18,66,192,477,5,24,4,25,35,125
177-FRIENDSHIP BAPTIST,1271,13,126,81,86,276,285,203,132,62,7,627,644,0,244,551,476,0,25,945,24,191,38,11,62,945,163,24,28,23,8,2,4,3,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,87,502,2,1,2,4,0,2,783,1506761.0,0,1269,0,627,0,642,0,0,0,944,0,24,0,191,0,37,0,11,0,62,665,1268,326,626,339,642,0,0,509,943,9,24,108,191,5,37,6,11,28,62,729,1264,362,623,367,641,0,0,568,941,9,24,111,190,5,37,6,11,30,61,0,1264,0,623,0,641,0,0,0,941,0,24,0,190,0,37,0,11,0,61,134,1227,67,602,67,625,0,0,112,918,0,22,16,181,1,37,2,10,3,59,0,1227,0,602,0,625,0,0,0,918,0,22,0,181,0,37,0,10,0,59,366,1223,186,600,180,623,0,0,289,917,1,22,55,179,4,37,3,10,14,58,0,1223,0,600,0,623,0,0,0,917,0,22,0,179,0,37,0,10,0,58,0,1213,0,596,0,617,0,0,0,911,0,22,0,176,0,36,0,10,0,58,0,1210,0,594,0,616,0,0,0,909,0,22,0,176,0,36,0,10,0,57,0,1207,0,593,0,614,0,0,0,906,0,22,0,176,0,36,0,10,0,57,0,1203,0,591,0,612,0,0,0,904,0,22,0,175,0,35,0,10,0,57,0,1194,0,587,0,607,0,0,0,899,0,20,0,175,0,35,0,10,0,55,0,1192,0,586,0,606,0,0,0,897,0,20,0,175,0,35,0,10,0,55,843,1136,406,557,437,579,0,0,653,861,10,19,121,163,20,32,8,9,31,52,388,1074,187,522,201,552,0,0,277,820,5,17,85,150,6,28,2,9,13,50,388,1074,187,522,201,552,0,0,277,820,5,17,85,150,6,28,2,9,13,50
177-LEESBURG,3111,44,296,275,311,618,569,420,380,149,49,1431,1678,2,938,1235,938,0,42,2056,62,787,21,21,164,2056,726,61,61,7,7,2,13,5,2,2,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,206,1185,6,1,0,0,0,1,1960,5237161.0,0,3108,0,1430,0,1676,0,2,0,2054,0,62,0,786,0,21,0,21,0,164,1486,3104,692,1430,794,1672,0,2,1056,2052,15,62,320,785,8,21,8,21,79,163,1635,3094,753,1424,882,1668,0,2,1190,2045,16,61,317,783,11,21,9,21,92,163,0,3094,0,1424,0,1668,0,2,0,2045,0,61,0,783,0,21,0,21,0,163,324,3000,153,1381,171,1617,0,2,264,1990,1,59,42,751,2,21,2,20,13,159,0,3000,0,1381,0,1617,0,2,0,1990,0,59,0,751,0,21,0,20,0,159,821,2986,388,1372,433,1612,0,2,627,1983,4,58,131,745,3,21,8,20,48,159,0,2986,0,1372,0,1612,0,2,0,1983,0,58,0,745,0,21,0,20,0,159,0,2983,0,1371,0,1610,0,2,0,1981,0,58,0,744,0,21,0,20,0,159,0,2970,0,1364,0,1604,0,2,0,1976,0,56,0,739,0,21,0,20,0,158,0,2964,0,1362,0,1600,0,2,0,1973,0,56,0,737,0,21,0,20,0,157,0,2951,0,1358,0,1591,0,2,0,1967,0,54,0,735,0,21,0,20,0,154,0,2926,0,1344,0,1580,0,2,0,1951,0,53,0,732,0,19,0,20,0,151,0,2921,0,1343,0,1576,0,2,0,1948,0,53,0,731,0,19,0,20,0,150,2024,2815,906,1285,1116,1528,2,2,1419,1897,23,47,451,687,10,18,12,18,109,148,991,2667,449,1218,542,1447,0,2,725,1797,3,43,204,655,5,17,7,18,47,137,991,2667,449,1218,542,1447,0,2,725,1797,3,43,204,655,5,17,7,18,47,137
177-REDBONE,4773,41,388,367,363,814,877,847,715,301,60,2272,2500,1,1000,2210,1563,0,8,3602,107,783,29,35,217,3602,738,107,45,6,6,4,20,7,3,1,0,7,0,0,2,6,2,0,0,0,0,0,0,0,0,225,2158,2,2,0,1,0,5,2613,4577797.0,0,4768,0,2270,0,2497,0,1,0,3600,0,107,0,780,0,29,0,35,0,217,2517,4764,1180,2268,1337,2495,0,1,1956,3598,40,106,395,780,12,29,13,35,101,216,2774,4742,1291,2256,1483,2485,0,1,2145,3581,47,106,431,778,17,29,15,34,119,214,0,4742,0,2256,0,2485,0,1,0,3581,0,106,0,778,0,29,0,34,0,214,634,4647,328,2210,306,2436,0,1,545,3522,1,102,63,753,2,29,2,31,21,210,0,4647,0,2210,0,2436,0,1,0,3522,0,102,0,753,0,29,0,31,0,210,1430,4636,701,2203,729,2433,0,0,1144,3517,17,102,216,749,3,29,7,31,43,208,0,4636,0,2203,0,2433,0,0,0,3517,0,102,0,749,0,29,0,31,0,208,0,4626,0,2200,0,2426,0,0,0,3509,0,101,0,748,0,29,0,31,0,208,0,4616,0,2193,0,2423,0,0,0,3503,0,101,0,744,0,29,0,31,0,208,0,4613,0,2192,0,2421,0,0,0,3500,0,101,0,744,0,29,0,31,0,208,0,4603,0,2185,0,2418,0,0,0,3494,0,101,0,740,0,29,0,31,0,208,2,4571,1,2166,1,2405,0,0,2,3469,0,99,0,737,0,29,0,30,0,207,0,4561,0,2160,0,2401,0,0,0,3461,0,99,0,736,0,29,0,30,0,206,3278,4422,1476,2099,1802,2323,0,0,2518,3358,59,96,521,711,21,26,22,30,137,201,1667,4236,761,2004,906,2232,0,0,1272,3216,27,89,287,688,7,25,9,29,65,189,1667,4236,761,2004,906,2232,0,0,1272,3216,27,89,287,688,7,25,9,29,65,189
177-SDA CHURCH,1408,15,94,92,103,260,220,233,218,121,52,659,749,0,303,704,401,0,6,983,44,216,48,18,99,983,199,44,17,31,4,5,6,5,3,2,0,2,0,0,2,2,0,0,0,0,1,0,2,0,1,105,669,2,0,4,0,0,1,738,2549421.0,0,1406,0,658,0,748,0,0,0,981,0,44,0,216,0,48,0,18,0,99,819,1406,377,658,442,748,0,0,601,981,22,44,133,216,11,48,10,18,42,99,903,1403,408,656,495,747,0,0,656,980,23,44,146,214,14,48,11,18,53,99,0,1403,0,656,0,747,0,0,0,980,0,44,0,214,0,48,0,18,0,99,203,1376,95,647,108,729,0,0,168,959,5,44,17,209,1,47,3,18,9,99,0,1376,0,647,0,729,0,0,0,959,0,44,0,209,0,47,0,18,0,99,510,1373,239,644,271,729,0,0,406,956,9,44,60,209,4,47,5,18,26,99,0,1373,0,644,0,729,0,0,0,956,0,44,0,209,0,47,0,18,0,99,0,1371,0,643,0,728,0,0,0,954,0,44,0,209,0,47,0,18,0,99,0,1367,0,641,0,726,0,0,0,952,0,44,0,208,0,47,0,17,0,99,0,1367,0,641,0,726,0,0,0,952,0,44,0,208,0,47,0,17,0,99,0,1363,0,639,0,724,0,0,0,950,0,43,0,207,0,47,0,17,0,99,3,1345,0,629,3,716,0,0,0,944,0,39,3,204,0,47,0,15,0,96,0,1342,0,628,0,714,0,0,0,944,0,38,0,203,0,47,0,15,0,95,1063,1300,484,606,579,694,0,0,762,924,22,37,164,192,37,45,9,13,69,89,556,1241,247,581,309,660,0,0,424,896,6,28,85,184,11,38,3,10,27,85,556,1241,247,581,309,660,0,0,424,896,6,28,85,184,11,38,3,10,27,85
