Precinct,TOTAL_Reg,WHITE_Reg,BLACK_Reg,OTHER_Reg,TOTAL_Dem_Reg,WHITE_Dem_Reg,BLACK_Dem_Reg,OTHER_Dem_Reg,TOTAL_Rep_Reg,WHITE_Rep_Reg,BLACK_Rep_Reg,OTHER_Rep_Reg,TOTAL_Oth_Reg,WHITE_Oth_Reg,BLACK_Oth_Reg,OTHER_Oth_Reg,TOTAL_Voted,WHITE_Voted,BLACK_Voted,OTHER_Voted,TOTAL_Dem_Voted,WHITE_Dem_Voted,BLACK_Dem_Voted,OTHER_Dem_Voted,TOTAL_Rep_Voted,WHITE_Rep_Voted,BLACK_Rep_Voted,OTHER_Rep_Voted,TOTAL_Oth_Voted,WHITE_Oth_Voted,BLACK_Oth_Voted,OTHER_Oth_Voted,TOTAL_Pct,WHITE_Pct,BLACK_Pct,OTHER_Pct,TOTAL_Dem_Pct,WHITE_Dem_Pct,BLACK_Dem_Pct,OTHER_Dem_Pct,TOTAL_Rep_Pct,WHITE_Rep_Pct,BLACK_Rep_Pct,OTHER_Rep_Pct,TOTAL_Oth_Pct,WHITE_Oth_Pct,BLACK_Oth_Pct,OTHER_Oth_Pct
Jefferson-:-00 019,576.0,448.0,31.0,97.0,153.0,102.0,19.0,32.0,236.0,217.0,1.0,18.0,187.0,129.0,11.0,47.0,212.0,183.0,6.0,23.0,55.0,47.0,3.0,5.0,110.0,102.0,0.0,8.0,47.0,34.0,3.0,10.0,36.81,40.85,19.35,23.71,35.95,46.08,15.79,15.63,46.61,47.0,0.0,44.44,25.13,26.36,27.27,21.28
Jefferson-:-00 020,362.0,297.0,16.0,49.0,97.0,77.0,9.0,11.0,156.0,149.0,1.0,6.0,109.0,71.0,6.0,32.0,129.0,122.0,1.0,6.0,38.0,35.0,1.0,2.0,75.0,72.0,0.0,3.0,16.0,15.0,0.0,1.0,35.64,41.08,6.25,12.24,39.18,45.45,11.11,18.18,48.08,48.32,0.0,50.0,14.68,21.13,0.0,3.13
Jefferson-:-00 021,780.0,568.0,62.0,150.0,228.0,137.0,49.0,42.0,297.0,261.0,0.0,36.0,255.0,170.0,13.0,72.0,245.0,211.0,13.0,21.0,71.0,54.0,10.0,7.0,126.0,120.0,0.0,6.0,48.0,37.0,3.0,8.0,31.41,37.15,20.97,14.0,31.14,39.42,20.41,16.67,42.42,45.98,0.0,16.67,18.82,21.76,23.08,11.11
Jefferson-:-00 022,582.0,375.0,102.0,105.0,186.0,84.0,62.0,40.0,195.0,171.0,4.0,20.0,201.0,120.0,36.0,45.0,134.0,109.0,12.0,13.0,45.0,29.0,10.0,6.0,60.0,55.0,0.0,5.0,29.0,25.0,2.0,2.0,23.02,29.07,11.76,12.38,24.19,34.52,16.13,15.0,30.77,32.16,0.0,25.0,14.43,20.83,5.56,4.44
Jefferson-:-00 023,892.0,378.0,315.0,199.0,363.0,104.0,192.0,67.0,137.0,111.0,7.0,19.0,392.0,163.0,116.0,113.0,128.0,79.0,36.0,13.0,60.0,26.0,28.0,6.0,37.0,35.0,0.0,2.0,31.0,18.0,8.0,5.0,14.35,20.9,11.43,6.53,16.53,25.0,14.58,8.96,27.01,31.53,0.0,10.53,7.91,11.04,6.9,4.42
Jefferson-:-00 024,1622.0,1417.0,10.0,195.0,356.0,297.0,8.0,51.0,855.0,802.0,0.0,53.0,411.0,318.0,2.0,91.0,747.0,698.0,4.0,45.0,179.0,163.0,2.0,14.0,435.0,420.0,0.0,15.0,133.0,115.0,2.0,16.0,46.05,49.26,40.0,23.08,50.28,54.88,25.0,27.45,50.88,52.37,0.0,28.3,32.36,36.16,100.0,17.58
Jefferson-:-00 025,1495.0,1302.0,18.0,175.0,324.0,275.0,10.0,39.0,763.0,717.0,1.0,45.0,408.0,310.0,7.0,91.0,702.0,666.0,6.0,30.0,163.0,151.0,5.0,7.0,409.0,396.0,0.0,13.0,130.0,119.0,1.0,10.0,46.96,51.15,33.33,17.14,50.31,54.91,50.0,17.95,53.6,55.23,0.0,28.89,31.86,38.39,14.29,10.99
Jefferson-:-00 026,1453.0,1058.0,161.0,234.0,430.0,268.0,103.0,59.0,563.0,511.0,5.0,47.0,460.0,279.0,53.0,128.0,516.0,472.0,9.0,35.0,147.0,131.0,6.0,10.0,267.0,255.0,1.0,11.0,102.0,86.0,2.0,14.0,35.51,44.61,5.59,14.96,34.19,48.88,5.83,16.95,47.42,49.9,20.0,23.4,22.17,30.82,3.77,10.94
Jefferson-:-00 027,1633.0,770.0,544.0,319.0,664.0,181.0,365.0,118.0,415.0,363.0,5.0,47.0,554.0,226.0,174.0,154.0,377.0,294.0,45.0,38.0,105.0,56.0,38.0,11.0,187.0,177.0,0.0,10.0,85.0,61.0,7.0,17.0,23.09,38.18,8.27,11.91,15.81,30.94,10.41,9.32,45.06,48.76,0.0,21.28,15.34,26.99,4.02,11.04
Jefferson-:-00 028,659.0,447.0,125.0,87.0,206.0,102.0,80.0,24.0,225.0,207.0,2.0,16.0,228.0,138.0,43.0,47.0,189.0,167.0,13.0,9.0,40.0,31.0,6.0,3.0,102.0,96.0,2.0,4.0,47.0,40.0,5.0,2.0,28.68,37.36,10.4,10.34,19.42,30.39,7.5,12.5,45.33,46.38,100.0,25.0,20.61,28.99,11.63,4.26
Jefferson-:-00 029,569.0,378.0,63.0,128.0,180.0,100.0,41.0,39.0,180.0,156.0,3.0,21.0,209.0,122.0,19.0,68.0,177.0,144.0,12.0,21.0,59.0,46.0,9.0,4.0,82.0,74.0,0.0,8.0,36.0,24.0,3.0,9.0,31.11,38.1,19.05,16.41,32.78,46.0,21.95,10.26,45.56,47.44,0.0,38.1,17.22,19.67,15.79,13.24
Jefferson-:-00 030,984.0,852.0,27.0,105.0,216.0,174.0,22.0,20.0,512.0,484.0,0.0,28.0,256.0,194.0,5.0,57.0,484.0,461.0,5.0,18.0,106.0,97.0,4.0,5.0,297.0,288.0,0.0,9.0,81.0,76.0,1.0,4.0,49.19,54.11,18.52,17.14,49.07,55.75,18.18,25.0,58.01,59.5,0.0,32.14,31.64,39.18,20.0,7.02
Jefferson-:-00 031,892.0,722.0,60.0,110.0,203.0,141.0,37.0,25.0,388.0,363.0,3.0,22.0,301.0,218.0,20.0,63.0,366.0,335.0,8.0,23.0,77.0,65.0,6.0,6.0,202.0,196.0,1.0,5.0,87.0,74.0,1.0,12.0,41.03,46.4,13.33,20.91,37.93,46.1,16.22,24.0,52.06,53.99,33.33,22.73,28.9,33.94,5.0,19.05
Jefferson-:-00 032,935.0,869.0,9.0,57.0,219.0,204.0,6.0,9.0,478.0,459.0,1.0,18.0,238.0,206.0,2.0,30.0,474.0,455.0,3.0,16.0,121.0,119.0,1.0,1.0,260.0,252.0,1.0,7.0,93.0,84.0,1.0,8.0,50.7,52.36,33.33,28.07,55.25,58.33,16.67,11.11,54.39,54.9,100.0,38.89,39.08,40.78,50.0,26.67
Jefferson-:-00 033,859.0,703.0,74.0,82.0,258.0,178.0,58.0,22.0,385.0,364.0,1.0,20.0,216.0,161.0,15.0,40.0,351.0,321.0,11.0,19.0,95.0,78.0,11.0,6.0,196.0,188.0,0.0,8.0,60.0,55.0,0.0,5.0,40.86,45.66,14.86,23.17,36.82,43.82,18.97,27.27,50.91,51.65,0.0,40.0,27.78,34.16,0.0,12.5
Jefferson-:-00 034,790.0,739.0,7.0,44.0,158.0,146.0,1.0,11.0,409.0,398.0,2.0,9.0,223.0,195.0,4.0,24.0,358.0,344.0,0.0,14.0,82.0,79.0,0.0,3.0,198.0,196.0,0.0,2.0,78.0,69.0,0.0,9.0,45.32,46.55,0.0,31.82,51.9,54.11,0.0,27.27,48.41,49.25,0.0,22.22,34.98,35.38,0.0,37.5
Jefferson-:-00 035,558.0,514.0,6.0,38.0,132.0,118.0,3.0,11.0,252.0,242.0,1.0,9.0,174.0,154.0,2.0,18.0,259.0,243.0,1.0,15.0,59.0,54.0,0.0,5.0,142.0,137.0,1.0,4.0,58.0,52.0,0.0,6.0,46.42,47.28,16.67,39.47,44.7,45.76,0.0,45.45,56.35,56.61,100.0,44.44,33.33,33.77,0.0,33.33
Jefferson-:-00 036,493.0,440.0,4.0,49.0,99.0,88.0,2.0,9.0,256.0,233.0,1.0,22.0,138.0,119.0,1.0,18.0,216.0,196.0,2.0,18.0,44.0,39.0,1.0,4.0,122.0,114.0,1.0,7.0,50.0,43.0,0.0,7.0,43.81,44.55,50.0,36.73,44.44,44.32,50.0,44.44,47.66,48.93,100.0,31.82,36.23,36.13,0.0,38.89
Jefferson-:-00 037,706.0,641.0,5.0,60.0,184.0,164.0,5.0,15.0,317.0,300.0,0.0,17.0,205.0,177.0,0.0,28.0,312.0,296.0,1.0,15.0,85.0,80.0,1.0,4.0,166.0,160.0,0.0,6.0,61.0,56.0,0.0,5.0,44.19,46.18,20.0,25.0,46.2,48.78,20.0,26.67,52.37,53.33,0.0,35.29,29.76,31.64,0.0,17.86
Jefferson-:-00 038,861.0,775.0,12.0,74.0,184.0,158.0,9.0,17.0,397.0,376.0,1.0,20.0,280.0,241.0,2.0,37.0,349.0,330.0,0.0,19.0,77.0,72.0,0.0,5.0,183.0,176.0,0.0,7.0,89.0,82.0,0.0,7.0,40.53,42.58,0.0,25.68,41.85,45.57,0.0,29.41,46.1,46.81,0.0,35.0,31.79,34.02,0.0,18.92
Jefferson-:-00 039,831.0,749.0,5.0,77.0,158.0,135.0,4.0,19.0,428.0,406.0,0.0,22.0,245.0,208.0,1.0,36.0,378.0,357.0,1.0,20.0,62.0,59.0,1.0,2.0,231.0,222.0,0.0,9.0,85.0,76.0,0.0,9.0,45.49,47.66,20.0,25.97,39.24,43.7,25.0,10.53,53.97,54.68,0.0,40.91,34.69,36.54,0.0,25.0
Jefferson-:-00 040,635.0,594.0,3.0,38.0,138.0,121.0,2.0,15.0,313.0,303.0,0.0,10.0,184.0,170.0,1.0,13.0,301.0,292.0,0.0,9.0,76.0,70.0,0.0,6.0,156.0,153.0,0.0,3.0,69.0,69.0,0.0,0.0,47.4,49.16,0.0,23.68,55.07,57.85,0.0,40.0,49.84,50.5,0.0,30.0,37.5,40.59,0.0,0.0
Jefferson-:-00 041,676.0,621.0,9.0,46.0,175.0,152.0,3.0,20.0,316.0,307.0,1.0,8.0,185.0,162.0,5.0,18.0,304.0,287.0,1.0,16.0,76.0,67.0,1.0,8.0,169.0,166.0,0.0,3.0,59.0,54.0,0.0,5.0,44.97,46.22,11.11,34.78,43.43,44.08,33.33,40.0,53.48,54.07,0.0,37.5,31.89,33.33,0.0,27.78
Jefferson-:-00 042,876.0,699.0,66.0,111.0,253.0,171.0,53.0,29.0,347.0,318.0,1.0,28.0,276.0,210.0,12.0,54.0,359.0,319.0,6.0,34.0,106.0,94.0,6.0,6.0,175.0,163.0,0.0,12.0,78.0,62.0,0.0,16.0,40.98,45.64,9.09,30.63,41.9,54.97,11.32,20.69,50.43,51.26,0.0,42.86,28.26,29.52,0.0,29.63
Jefferson-:-00 043,805.0,689.0,21.0,95.0,207.0,166.0,19.0,22.0,347.0,312.0,0.0,35.0,251.0,211.0,2.0,38.0,308.0,282.0,7.0,19.0,72.0,59.0,7.0,6.0,166.0,158.0,0.0,8.0,70.0,65.0,0.0,5.0,38.26,40.93,33.33,20.0,34.78,35.54,36.84,27.27,47.84,50.64,0.0,22.86,27.89,30.81,0.0,13.16
Jefferson-:-00 044,1167.0,969.0,71.0,127.0,336.0,248.0,45.0,43.0,457.0,425.0,3.0,29.0,374.0,296.0,23.0,55.0,419.0,389.0,4.0,26.0,116.0,107.0,2.0,7.0,214.0,204.0,0.0,10.0,89.0,78.0,2.0,9.0,35.9,40.14,5.63,20.47,34.52,43.15,4.44,16.28,46.83,48.0,0.0,34.48,23.8,26.35,8.7,16.36
Jefferson-:-00 045,988.0,724.0,119.0,145.0,294.0,161.0,81.0,52.0,348.0,325.0,0.0,23.0,346.0,238.0,38.0,70.0,291.0,256.0,19.0,16.0,86.0,64.0,14.0,8.0,144.0,141.0,0.0,3.0,61.0,51.0,5.0,5.0,29.45,35.36,15.97,11.03,29.25,39.75,17.28,15.38,41.38,43.38,0.0,13.04,17.63,21.43,13.16,7.14
Jefferson-:-00 046,663.0,472.0,86.0,105.0,212.0,126.0,57.0,29.0,208.0,187.0,4.0,17.0,243.0,159.0,25.0,59.0,190.0,164.0,8.0,18.0,69.0,54.0,8.0,7.0,75.0,71.0,0.0,4.0,46.0,39.0,0.0,7.0,28.66,34.75,9.3,17.14,32.55,42.86,14.04,24.14,36.06,37.97,0.0,23.53,18.93,24.53,0.0,11.86
Jefferson-:-00 051,1349.0,1115.0,45.0,189.0,307.0,220.0,31.0,56.0,564.0,518.0,1.0,45.0,478.0,377.0,13.0,88.0,408.0,380.0,8.0,20.0,111.0,101.0,5.0,5.0,204.0,195.0,1.0,8.0,93.0,84.0,2.0,7.0,30.24,34.08,17.78,10.58,36.16,45.91,16.13,8.93,36.17,37.64,100.0,17.78,19.46,22.28,15.38,7.95
Jefferson-:-00 052,1463.0,1230.0,62.0,171.0,351.0,263.0,45.0,43.0,643.0,590.0,1.0,52.0,469.0,377.0,16.0,76.0,504.0,454.0,20.0,30.0,134.0,115.0,18.0,1.0,270.0,252.0,0.0,18.0,100.0,87.0,2.0,11.0,34.45,36.91,32.26,17.54,38.18,43.73,40.0,2.33,41.99,42.71,0.0,34.62,21.32,23.08,12.5,14.47
Jefferson-:-00 053,839.0,705.0,23.0,111.0,234.0,181.0,18.0,35.0,352.0,330.0,0.0,22.0,253.0,194.0,5.0,54.0,306.0,283.0,3.0,20.0,94.0,81.0,3.0,10.0,158.0,153.0,0.0,5.0,54.0,49.0,0.0,5.0,36.47,40.14,13.04,18.02,40.17,44.75,16.67,28.57,44.89,46.36,0.0,22.73,21.34,25.26,0.0,9.26
Jefferson-:-00 054,773.0,645.0,25.0,103.0,206.0,158.0,20.0,28.0,299.0,284.0,1.0,14.0,268.0,203.0,4.0,61.0,283.0,261.0,4.0,18.0,69.0,62.0,4.0,3.0,142.0,136.0,0.0,6.0,72.0,63.0,0.0,9.0,36.61,40.47,16.0,17.48,33.5,39.24,20.0,10.71,47.49,47.89,0.0,42.86,26.87,31.03,0.0,14.75
Jefferson-:-00 055,949.0,702.0,109.0,138.0,278.0,176.0,75.0,27.0,357.0,308.0,6.0,43.0,314.0,218.0,28.0,68.0,292.0,235.0,40.0,17.0,110.0,72.0,34.0,4.0,132.0,121.0,2.0,9.0,50.0,42.0,4.0,4.0,30.77,33.48,36.7,12.32,39.57,40.91,45.33,14.81,36.97,39.29,33.33,20.93,15.92,19.27,14.29,5.88
Jefferson-:-00 056,1015.0,789.0,79.0,147.0,320.0,212.0,52.0,56.0,325.0,293.0,2.0,30.0,370.0,284.0,25.0,61.0,269.0,234.0,16.0,19.0,88.0,69.0,14.0,5.0,121.0,112.0,0.0,9.0,60.0,53.0,2.0,5.0,26.5,29.66,20.25,12.93,27.5,32.55,26.92,8.93,37.23,38.23,0.0,30.0,16.22,18.66,8.0,8.2
Jefferson-:-00 057,978.0,598.0,254.0,126.0,354.0,154.0,176.0,24.0,264.0,224.0,5.0,35.0,360.0,220.0,73.0,67.0,231.0,181.0,28.0,22.0,83.0,57.0,22.0,4.0,97.0,85.0,1.0,11.0,51.0,39.0,5.0,7.0,23.62,30.27,11.02,17.46,23.45,37.01,12.5,16.67,36.74,37.95,20.0,31.43,14.17,17.73,6.85,10.45
Jefferson-:-00 058,817.0,405.0,218.0,194.0,301.0,104.0,150.0,47.0,183.0,143.0,4.0,36.0,333.0,158.0,64.0,111.0,116.0,79.0,27.0,10.0,46.0,24.0,21.0,1.0,40.0,35.0,0.0,5.0,30.0,20.0,6.0,4.0,14.2,19.51,12.39,5.15,15.28,23.08,14.0,2.13,21.86,24.48,0.0,13.89,9.01,12.66,9.38,3.6
Jefferson-:-00 059,1005.0,793.0,36.0,176.0,242.0,177.0,20.0,45.0,408.0,360.0,1.0,47.0,355.0,256.0,15.0,84.0,314.0,281.0,4.0,29.0,68.0,62.0,3.0,3.0,176.0,159.0,0.0,17.0,70.0,60.0,1.0,9.0,31.24,35.44,11.11,16.48,28.1,35.03,15.0,6.67,43.14,44.17,0.0,36.17,19.72,23.44,6.67,10.71
Jefferson-:-00 060,1727.0,1502.0,35.0,190.0,436.0,363.0,20.0,53.0,775.0,722.0,3.0,50.0,516.0,417.0,12.0,87.0,652.0,598.0,10.0,44.0,183.0,166.0,8.0,9.0,344.0,323.0,0.0,21.0,125.0,109.0,2.0,14.0,37.75,39.81,28.57,23.16,41.97,45.73,40.0,16.98,44.39,44.74,0.0,42.0,24.22,26.14,16.67,16.09
Jefferson-:-00 061,889.0,723.0,33.0,133.0,217.0,154.0,20.0,43.0,374.0,348.0,2.0,24.0,298.0,221.0,11.0,66.0,294.0,270.0,7.0,17.0,78.0,66.0,6.0,6.0,165.0,159.0,1.0,5.0,51.0,45.0,0.0,6.0,33.07,37.34,21.21,12.78,35.94,42.86,30.0,13.95,44.12,45.69,50.0,20.83,17.11,20.36,0.0,9.09
Jefferson-:-00 062,636.0,562.0,12.0,62.0,149.0,120.0,7.0,22.0,276.0,267.0,0.0,9.0,211.0,175.0,5.0,31.0,244.0,229.0,5.0,10.0,61.0,53.0,4.0,4.0,132.0,128.0,0.0,4.0,51.0,48.0,1.0,2.0,38.36,40.75,41.67,16.13,40.94,44.17,57.14,18.18,47.83,47.94,0.0,44.44,24.17,27.43,20.0,6.45
Jefferson-:-00 063,647.0,566.0,6.0,75.0,148.0,131.0,3.0,14.0,293.0,271.0,0.0,22.0,206.0,164.0,3.0,39.0,239.0,221.0,3.0,15.0,57.0,55.0,2.0,0.0,139.0,130.0,0.0,9.0,43.0,36.0,1.0,6.0,36.94,39.05,50.0,20.0,38.51,41.98,66.67,0.0,47.44,47.97,0.0,40.91,20.87,21.95,33.33,15.38
Jefferson-:-00 064,466.0,388.0,11.0,67.0,121.0,96.0,5.0,20.0,193.0,173.0,0.0,20.0,152.0,119.0,6.0,27.0,188.0,176.0,3.0,9.0,56.0,53.0,2.0,1.0,86.0,81.0,0.0,5.0,46.0,42.0,1.0,3.0,40.34,45.36,27.27,13.43,46.28,55.21,40.0,5.0,44.56,46.82,0.0,25.0,30.26,35.29,16.67,11.11
Jefferson-:-00 065,759.0,637.0,18.0,104.0,186.0,143.0,13.0,30.0,317.0,283.0,1.0,33.0,256.0,211.0,4.0,41.0,247.0,225.0,2.0,20.0,70.0,64.0,2.0,4.0,121.0,112.0,0.0,9.0,56.0,49.0,0.0,7.0,32.54,35.32,11.11,19.23,37.63,44.76,15.38,13.33,38.17,39.58,0.0,27.27,21.88,23.22,0.0,17.07
Jefferson-:-00 066,1007.0,872.0,28.0,107.0,268.0,224.0,20.0,24.0,425.0,400.0,1.0,24.0,314.0,248.0,7.0,59.0,398.0,372.0,4.0,22.0,125.0,118.0,3.0,4.0,197.0,187.0,0.0,10.0,76.0,67.0,1.0,8.0,39.52,42.66,14.29,20.56,46.64,52.68,15.0,16.67,46.35,46.75,0.0,41.67,24.2,27.02,14.29,13.56
Jefferson-:-00 067,318.0,286.0,7.0,25.0,70.0,62.0,6.0,2.0,134.0,122.0,0.0,12.0,114.0,102.0,1.0,11.0,101.0,97.0,0.0,4.0,26.0,26.0,0.0,0.0,49.0,46.0,0.0,3.0,26.0,25.0,0.0,1.0,31.76,33.92,0.0,16.0,37.14,41.94,0.0,0.0,36.57,37.7,0.0,25.0,22.81,24.51,0.0,9.09
