Precinct,TOTAL_Reg,WHITE_Reg,BLACK_Reg,OTHER_Reg,TOTAL_Dem_Reg,WHITE_Dem_Reg,BLACK_Dem_Reg,OTHER_Dem_Reg,TOTAL_Rep_Reg,WHITE_Rep_Reg,BLACK_Rep_Reg,OTHER_Rep_Reg,TOTAL_Oth_Reg,WHITE_Oth_Reg,BLACK_Oth_Reg,OTHER_Oth_Reg,TOTAL_Voted,WHITE_Voted,BLACK_Voted,OTHER_Voted,TOTAL_Dem_Voted,WHITE_Dem_Voted,BLACK_Dem_Voted,OTHER_Dem_Voted,TOTAL_Rep_Voted,WHITE_Rep_Voted,BLACK_Rep_Voted,OTHER_Rep_Voted,TOTAL_Oth_Voted,WHITE_Oth_Voted,BLACK_Oth_Voted,OTHER_Oth_Voted,TOTAL_Pct,WHITE_Pct,BLACK_Pct,OTHER_Pct,TOTAL_Dem_Pct,WHITE_Dem_Pct,BLACK_Dem_Pct,OTHER_Dem_Pct,TOTAL_Rep_Pct,WHITE_Rep_Pct,BLACK_Rep_Pct,OTHER_Rep_Pct,TOTAL_Oth_Pct,WHITE_Oth_Pct,BLACK_Oth_Pct,OTHER_Oth_Pct
Jefferson-:-00 068,1195.0,971.0,79.0,145.0,307.0,236.0,47.0,24.0,436.0,393.0,1.0,42.0,452.0,342.0,31.0,79.0,331.0,295.0,14.0,22.0,88.0,80.0,7.0,1.0,169.0,152.0,0.0,17.0,74.0,63.0,7.0,4.0,27.7,30.38,17.72,15.17,28.66,33.9,14.89,4.17,38.76,38.68,0.0,40.48,16.37,18.42,22.58,5.06
Jefferson-:-00 069,760.0,662.0,19.0,79.0,195.0,163.0,9.0,23.0,316.0,300.0,1.0,15.0,249.0,199.0,9.0,41.0,314.0,295.0,3.0,16.0,89.0,82.0,1.0,6.0,161.0,155.0,0.0,6.0,64.0,58.0,2.0,4.0,41.32,44.56,15.79,20.25,45.64,50.31,11.11,26.09,50.95,51.67,0.0,40.0,25.7,29.15,22.22,9.76
Jefferson-:-00 070,807.0,457.0,219.0,131.0,329.0,138.0,146.0,45.0,208.0,175.0,3.0,30.0,270.0,144.0,70.0,56.0,230.0,168.0,41.0,21.0,101.0,55.0,34.0,12.0,88.0,81.0,0.0,7.0,41.0,32.0,7.0,2.0,28.5,36.76,18.72,16.03,30.7,39.86,23.29,26.67,42.31,46.29,0.0,23.33,15.19,22.22,10.0,3.57
Jefferson-:-00 071,1778.0,1591.0,58.0,129.0,399.0,330.0,36.0,33.0,954.0,907.0,2.0,45.0,425.0,354.0,20.0,51.0,863.0,815.0,19.0,29.0,213.0,195.0,15.0,3.0,519.0,500.0,0.0,19.0,131.0,120.0,4.0,7.0,48.54,51.23,32.76,22.48,53.38,59.09,41.67,9.09,54.4,55.13,0.0,42.22,30.82,33.9,20.0,13.73
Jefferson-:-00 072,779.0,662.0,31.0,86.0,210.0,169.0,23.0,18.0,279.0,260.0,0.0,19.0,290.0,233.0,8.0,49.0,244.0,231.0,3.0,10.0,84.0,80.0,3.0,1.0,113.0,109.0,0.0,4.0,47.0,42.0,0.0,5.0,31.32,34.89,9.68,11.63,40.0,47.34,13.04,5.56,40.5,41.92,0.0,21.05,16.21,18.03,0.0,10.2
Jefferson-:-00 073,1793.0,1365.0,237.0,191.0,571.0,357.0,155.0,59.0,683.0,637.0,4.0,42.0,539.0,371.0,78.0,90.0,660.0,600.0,29.0,31.0,196.0,164.0,26.0,6.0,332.0,322.0,0.0,10.0,132.0,114.0,3.0,15.0,36.81,43.96,12.24,16.23,34.33,45.94,16.77,10.17,48.61,50.55,0.0,23.81,24.49,30.73,3.85,16.67
Jefferson-:-00 074,1244.0,763.0,306.0,175.0,469.0,203.0,205.0,61.0,364.0,332.0,6.0,26.0,411.0,228.0,95.0,88.0,362.0,314.0,24.0,24.0,123.0,100.0,17.0,6.0,167.0,158.0,2.0,7.0,72.0,56.0,5.0,11.0,29.1,41.15,7.84,13.71,26.23,49.26,8.29,9.84,45.88,47.59,33.33,26.92,17.52,24.56,5.26,12.5
Jefferson-:-00 075,770.0,612.0,61.0,97.0,223.0,145.0,46.0,32.0,266.0,250.0,0.0,16.0,281.0,217.0,15.0,49.0,233.0,200.0,15.0,18.0,67.0,50.0,14.0,3.0,100.0,97.0,0.0,3.0,66.0,53.0,1.0,12.0,30.26,32.68,24.59,18.56,30.04,34.48,30.43,9.38,37.59,38.8,0.0,18.75,23.49,24.42,6.67,24.49
Jefferson-:-00 076,1425.0,865.0,376.0,184.0,534.0,220.0,256.0,58.0,461.0,422.0,6.0,33.0,430.0,223.0,114.0,93.0,391.0,324.0,41.0,26.0,130.0,86.0,36.0,8.0,195.0,190.0,1.0,4.0,66.0,48.0,4.0,14.0,27.44,37.46,10.9,14.13,24.34,39.09,14.06,13.79,42.3,45.02,16.67,12.12,15.35,21.52,3.51,15.05
Jefferson-:-00 077,1211.0,991.0,86.0,134.0,332.0,241.0,62.0,29.0,514.0,483.0,3.0,28.0,365.0,267.0,21.0,77.0,392.0,353.0,15.0,24.0,117.0,99.0,13.0,5.0,191.0,183.0,0.0,8.0,84.0,71.0,2.0,11.0,32.37,35.62,17.44,17.91,35.24,41.08,20.97,17.24,37.16,37.89,0.0,28.57,23.01,26.59,9.52,14.29
Jefferson-:-00 078,1568.0,901.0,475.0,192.0,606.0,225.0,322.0,59.0,446.0,398.0,10.0,38.0,516.0,278.0,143.0,95.0,426.0,345.0,58.0,23.0,148.0,96.0,46.0,6.0,187.0,176.0,1.0,10.0,91.0,73.0,11.0,7.0,27.17,38.29,12.21,11.98,24.42,42.67,14.29,10.17,41.93,44.22,10.0,26.32,17.64,26.26,7.69,7.37
Jefferson-:-00 079,647.0,593.0,11.0,43.0,146.0,134.0,6.0,6.0,305.0,286.0,0.0,19.0,196.0,173.0,5.0,18.0,267.0,250.0,2.0,15.0,71.0,69.0,1.0,1.0,136.0,127.0,0.0,9.0,60.0,54.0,1.0,5.0,41.27,42.16,18.18,34.88,48.63,51.49,16.67,16.67,44.59,44.41,0.0,47.37,30.61,31.21,20.0,27.78
Jefferson-:-00 080,703.0,592.0,39.0,72.0,193.0,155.0,27.0,11.0,283.0,256.0,1.0,26.0,227.0,181.0,11.0,35.0,237.0,214.0,10.0,13.0,70.0,62.0,8.0,0.0,119.0,113.0,0.0,6.0,48.0,39.0,2.0,7.0,33.71,36.15,25.64,18.06,36.27,40.0,29.63,0.0,42.05,44.14,0.0,23.08,21.15,21.55,18.18,20.0
Jefferson-:-00 081,544.0,485.0,18.0,41.0,139.0,119.0,10.0,10.0,209.0,202.0,0.0,7.0,196.0,164.0,8.0,24.0,186.0,176.0,2.0,8.0,45.0,42.0,1.0,2.0,91.0,89.0,0.0,2.0,50.0,45.0,1.0,4.0,34.19,36.29,11.11,19.51,32.37,35.29,10.0,20.0,43.54,44.06,0.0,28.57,25.51,27.44,12.5,16.67
Jefferson-:-00 082,1330.0,904.0,278.0,148.0,469.0,237.0,185.0,47.0,417.0,385.0,5.0,27.0,444.0,282.0,88.0,74.0,337.0,304.0,17.0,16.0,104.0,86.0,14.0,4.0,163.0,156.0,1.0,6.0,70.0,62.0,2.0,6.0,25.34,33.63,6.12,10.81,22.17,36.29,7.57,8.51,39.09,40.52,20.0,22.22,15.77,21.99,2.27,8.11
Jefferson-:-00 083,463.0,407.0,19.0,37.0,118.0,96.0,13.0,9.0,183.0,171.0,2.0,10.0,162.0,140.0,4.0,18.0,161.0,151.0,7.0,3.0,45.0,39.0,6.0,0.0,70.0,69.0,1.0,0.0,46.0,43.0,0.0,3.0,34.77,37.1,36.84,8.11,38.14,40.63,46.15,0.0,38.25,40.35,50.0,0.0,28.4,30.71,0.0,16.67
Jefferson-:-00 084,679.0,572.0,32.0,75.0,175.0,133.0,19.0,23.0,292.0,275.0,1.0,16.0,212.0,164.0,12.0,36.0,232.0,216.0,3.0,13.0,62.0,55.0,3.0,4.0,133.0,126.0,0.0,7.0,37.0,35.0,0.0,2.0,34.17,37.76,9.38,17.33,35.43,41.35,15.79,17.39,45.55,45.82,0.0,43.75,17.45,21.34,0.0,5.56
Jefferson-:-00 085,972.0,773.0,95.0,104.0,285.0,194.0,62.0,29.0,406.0,386.0,3.0,17.0,281.0,193.0,30.0,58.0,393.0,353.0,21.0,19.0,104.0,84.0,15.0,5.0,209.0,203.0,2.0,4.0,80.0,66.0,4.0,10.0,40.43,45.67,22.11,18.27,36.49,43.3,24.19,17.24,51.48,52.59,66.67,23.53,28.47,34.2,13.33,17.24
Jefferson-:-00 086,619.0,539.0,15.0,65.0,149.0,120.0,12.0,17.0,270.0,251.0,2.0,17.0,200.0,168.0,1.0,31.0,238.0,216.0,1.0,21.0,59.0,50.0,1.0,8.0,109.0,104.0,0.0,5.0,70.0,62.0,0.0,8.0,38.45,40.07,6.67,32.31,39.6,41.67,8.33,47.06,40.37,41.43,0.0,29.41,35.0,36.9,0.0,25.81
Jefferson-:-00 087,757.0,702.0,7.0,48.0,167.0,150.0,5.0,12.0,366.0,348.0,0.0,18.0,224.0,204.0,2.0,18.0,334.0,317.0,2.0,15.0,71.0,65.0,2.0,4.0,190.0,183.0,0.0,7.0,73.0,69.0,0.0,4.0,44.12,45.16,28.57,31.25,42.51,43.33,40.0,33.33,51.91,52.59,0.0,38.89,32.59,33.82,0.0,22.22
Jefferson-:-00 088,673.0,605.0,17.0,51.0,134.0,110.0,11.0,13.0,351.0,335.0,1.0,15.0,188.0,160.0,5.0,23.0,312.0,295.0,4.0,13.0,57.0,51.0,4.0,2.0,192.0,188.0,0.0,4.0,63.0,56.0,0.0,7.0,46.36,48.76,23.53,25.49,42.54,46.36,36.36,15.38,54.7,56.12,0.0,26.67,33.51,35.0,0.0,30.43
Jefferson-:-00 089,891.0,826.0,1.0,64.0,184.0,165.0,0.0,19.0,442.0,424.0,0.0,18.0,265.0,237.0,1.0,27.0,448.0,429.0,0.0,19.0,85.0,83.0,0.0,2.0,244.0,232.0,0.0,12.0,119.0,114.0,0.0,5.0,50.28,51.94,0.0,29.69,46.2,50.3,0.0,10.53,55.2,54.72,0.0,66.67,44.91,48.1,0.0,18.52
Jefferson-:-00 090,714.0,661.0,4.0,49.0,137.0,125.0,1.0,11.0,343.0,326.0,0.0,17.0,234.0,210.0,3.0,21.0,338.0,327.0,0.0,11.0,75.0,73.0,0.0,2.0,175.0,171.0,0.0,4.0,88.0,83.0,0.0,5.0,47.34,49.47,0.0,22.45,54.74,58.4,0.0,18.18,51.02,52.45,0.0,23.53,37.61,39.52,0.0,23.81
Jefferson-:-00 091,649.0,587.0,14.0,48.0,149.0,124.0,8.0,17.0,317.0,307.0,1.0,9.0,183.0,156.0,5.0,22.0,296.0,281.0,4.0,11.0,73.0,69.0,1.0,3.0,153.0,150.0,0.0,3.0,70.0,62.0,3.0,5.0,45.61,47.87,28.57,22.92,48.99,55.65,12.5,17.65,48.26,48.86,0.0,33.33,38.25,39.74,60.0,22.73
Jefferson-:-00 092,527.0,503.0,0.0,24.0,97.0,91.0,0.0,6.0,294.0,285.0,0.0,9.0,136.0,127.0,0.0,9.0,261.0,257.0,0.0,4.0,46.0,45.0,0.0,1.0,174.0,172.0,0.0,2.0,41.0,40.0,0.0,1.0,49.53,51.09,0.0,16.67,47.42,49.45,0.0,16.67,59.18,60.35,0.0,22.22,30.15,31.5,0.0,11.11
Jefferson-:-00 093,664.0,622.0,3.0,39.0,97.0,91.0,2.0,4.0,423.0,407.0,0.0,16.0,144.0,124.0,1.0,19.0,351.0,331.0,3.0,17.0,51.0,47.0,2.0,2.0,242.0,233.0,0.0,9.0,58.0,51.0,1.0,6.0,52.86,53.22,100.0,43.59,52.58,51.65,100.0,50.0,57.21,57.25,0.0,56.25,40.28,41.13,100.0,31.58
Jefferson-:-00 094,925.0,869.0,5.0,51.0,161.0,150.0,3.0,8.0,542.0,523.0,0.0,19.0,222.0,196.0,2.0,24.0,533.0,511.0,1.0,21.0,80.0,77.0,1.0,2.0,335.0,325.0,0.0,10.0,118.0,109.0,0.0,9.0,57.62,58.8,20.0,41.18,49.69,51.33,33.33,25.0,61.81,62.14,0.0,52.63,53.15,55.61,0.0,37.5
Jefferson-:-00 095,913.0,835.0,10.0,68.0,173.0,151.0,4.0,18.0,456.0,439.0,0.0,17.0,284.0,245.0,6.0,33.0,467.0,441.0,3.0,23.0,83.0,76.0,2.0,5.0,268.0,259.0,0.0,9.0,116.0,106.0,1.0,9.0,51.15,52.81,30.0,33.82,47.98,50.33,50.0,27.78,58.77,59.0,0.0,52.94,40.85,43.27,16.67,27.27
Jefferson-:-00 096,456.0,418.0,5.0,33.0,69.0,61.0,2.0,6.0,240.0,232.0,0.0,8.0,147.0,125.0,3.0,19.0,239.0,229.0,1.0,9.0,31.0,29.0,0.0,2.0,140.0,139.0,0.0,1.0,68.0,61.0,1.0,6.0,52.41,54.78,20.0,27.27,44.93,47.54,0.0,33.33,58.33,59.91,0.0,12.5,46.26,48.8,33.33,31.58
Jefferson-:-00 097,623.0,584.0,3.0,36.0,128.0,112.0,3.0,13.0,341.0,330.0,0.0,11.0,154.0,142.0,0.0,12.0,311.0,301.0,0.0,10.0,69.0,65.0,0.0,4.0,186.0,183.0,0.0,3.0,56.0,53.0,0.0,3.0,49.92,51.54,0.0,27.78,53.91,58.04,0.0,30.77,54.55,55.45,0.0,27.27,36.36,37.32,0.0,25.0
Jefferson-:-00 098,1224.0,1137.0,8.0,79.0,297.0,272.0,1.0,24.0,607.0,583.0,0.0,24.0,320.0,282.0,7.0,31.0,603.0,571.0,3.0,29.0,143.0,134.0,0.0,9.0,351.0,338.0,0.0,13.0,109.0,99.0,3.0,7.0,49.26,50.22,37.5,36.71,48.15,49.26,0.0,37.5,57.83,57.98,0.0,54.17,34.06,35.11,42.86,22.58
Jefferson-:-00 099,565.0,489.0,27.0,49.0,155.0,121.0,15.0,19.0,215.0,204.0,0.0,11.0,195.0,164.0,12.0,19.0,172.0,163.0,2.0,7.0,50.0,44.0,2.0,4.0,91.0,91.0,0.0,0.0,31.0,28.0,0.0,3.0,30.44,33.33,7.41,14.29,32.26,36.36,13.33,21.05,42.33,44.61,0.0,0.0,15.9,17.07,0.0,15.79
Jefferson-:-00 100,358.0,343.0,0.0,15.0,58.0,52.0,0.0,6.0,221.0,215.0,0.0,6.0,79.0,76.0,0.0,3.0,199.0,196.0,0.0,3.0,38.0,36.0,0.0,2.0,121.0,121.0,0.0,0.0,40.0,39.0,0.0,1.0,55.59,57.14,0.0,20.0,65.52,69.23,0.0,33.33,54.75,56.28,0.0,0.0,50.63,51.32,0.0,33.33
Jefferson-:-00 101,335.0,311.0,5.0,19.0,60.0,54.0,2.0,4.0,185.0,181.0,0.0,4.0,90.0,76.0,3.0,11.0,151.0,147.0,1.0,3.0,32.0,31.0,1.0,0.0,94.0,93.0,0.0,1.0,25.0,23.0,0.0,2.0,45.07,47.27,20.0,15.79,53.33,57.41,50.0,0.0,50.81,51.38,0.0,25.0,27.78,30.26,0.0,18.18
Jefferson-:-00 102,496.0,458.0,8.0,30.0,126.0,113.0,5.0,8.0,236.0,225.0,0.0,11.0,134.0,120.0,3.0,11.0,226.0,216.0,2.0,8.0,58.0,55.0,1.0,2.0,113.0,109.0,0.0,4.0,55.0,52.0,1.0,2.0,45.56,47.16,25.0,26.67,46.03,48.67,20.0,25.0,47.88,48.44,0.0,36.36,41.04,43.33,33.33,18.18
Jefferson-:-00 103,742.0,684.0,3.0,55.0,119.0,103.0,2.0,14.0,447.0,424.0,0.0,23.0,176.0,157.0,1.0,18.0,333.0,320.0,0.0,13.0,60.0,57.0,0.0,3.0,211.0,205.0,0.0,6.0,62.0,58.0,0.0,4.0,44.88,46.78,0.0,23.64,50.42,55.34,0.0,21.43,47.2,48.35,0.0,26.09,35.23,36.94,0.0,22.22
Jefferson-:-00 104,965.0,16.0,904.0,45.0,744.0,5.0,720.0,19.0,17.0,1.0,14.0,2.0,204.0,10.0,170.0,24.0,267.0,2.0,258.0,7.0,243.0,1.0,238.0,4.0,1.0,0.0,1.0,0.0,23.0,1.0,19.0,3.0,27.67,12.5,28.54,15.56,32.66,20.0,33.06,21.05,5.88,0.0,7.14,0.0,11.27,10.0,11.18,12.5
Jefferson-:-00 105,383.0,348.0,12.0,23.0,90.0,77.0,6.0,7.0,171.0,165.0,1.0,5.0,122.0,106.0,5.0,11.0,145.0,133.0,3.0,9.0,34.0,30.0,1.0,3.0,75.0,70.0,0.0,5.0,36.0,33.0,2.0,1.0,37.86,38.22,25.0,39.13,37.78,38.96,16.67,42.86,43.86,42.42,0.0,100.0,29.51,31.13,40.0,9.09
Jefferson-:-00 106,553.0,453.0,59.0,41.0,158.0,98.0,43.0,17.0,207.0,203.0,1.0,3.0,188.0,152.0,15.0,21.0,203.0,180.0,11.0,12.0,51.0,38.0,8.0,5.0,92.0,91.0,0.0,1.0,60.0,51.0,3.0,6.0,36.71,39.74,18.64,29.27,32.28,38.78,18.6,29.41,44.44,44.83,0.0,33.33,31.91,33.55,20.0,28.57
Jefferson-:-00 108,533.0,6.0,506.0,21.0,384.0,5.0,368.0,11.0,15.0,0.0,15.0,0.0,134.0,1.0,123.0,10.0,126.0,3.0,119.0,4.0,110.0,3.0,104.0,3.0,2.0,0.0,2.0,0.0,14.0,0.0,13.0,1.0,23.64,50.0,23.52,19.05,28.65,60.0,28.26,27.27,13.33,0.0,13.33,0.0,10.45,0.0,10.57,10.0
Jefferson-:-00 115,593.0,58.0,510.0,25.0,400.0,11.0,379.0,10.0,40.0,29.0,9.0,2.0,153.0,18.0,122.0,13.0,139.0,11.0,128.0,0.0,116.0,3.0,113.0,0.0,7.0,5.0,2.0,0.0,16.0,3.0,13.0,0.0,23.44,18.97,25.1,0.0,29.0,27.27,29.82,0.0,17.5,17.24,22.22,0.0,10.46,16.67,10.66,0.0
Jefferson-:-00 116,728.0,434.0,230.0,64.0,304.0,122.0,164.0,18.0,205.0,185.0,6.0,14.0,219.0,127.0,60.0,32.0,200.0,158.0,36.0,6.0,89.0,57.0,30.0,2.0,74.0,70.0,1.0,3.0,37.0,31.0,5.0,1.0,27.47,36.41,15.65,9.38,29.28,46.72,18.29,11.11,36.1,37.84,16.67,21.43,16.89,24.41,8.33,3.13
Jefferson-:-00 117,1084.0,942.0,75.0,67.0,280.0,209.0,56.0,15.0,474.0,457.0,1.0,16.0,330.0,276.0,18.0,36.0,436.0,404.0,18.0,14.0,115.0,99.0,16.0,0.0,228.0,221.0,1.0,6.0,93.0,84.0,1.0,8.0,40.22,42.89,24.0,20.9,41.07,47.37,28.57,0.0,48.1,48.36,100.0,37.5,28.18,30.43,5.56,22.22
Jefferson-:-00 118,907.0,848.0,12.0,47.0,222.0,207.0,8.0,7.0,424.0,405.0,3.0,16.0,261.0,236.0,1.0,24.0,395.0,382.0,3.0,10.0,98.0,95.0,2.0,1.0,207.0,201.0,1.0,5.0,90.0,86.0,0.0,4.0,43.55,45.05,25.0,21.28,44.14,45.89,25.0,14.29,48.82,49.63,33.33,31.25,34.48,36.44,0.0,16.67
Jefferson-:-00 119,680.0,627.0,4.0,49.0,130.0,120.0,4.0,6.0,333.0,320.0,0.0,13.0,217.0,187.0,0.0,30.0,301.0,280.0,1.0,20.0,61.0,57.0,1.0,3.0,161.0,156.0,0.0,5.0,79.0,67.0,0.0,12.0,44.26,44.66,25.0,40.82,46.92,47.5,25.0,50.0,48.35,48.75,0.0,38.46,36.41,35.83,0.0,40.0
Jefferson-:-00 120,549.0,514.0,2.0,33.0,83.0,77.0,1.0,5.0,331.0,321.0,0.0,10.0,135.0,116.0,1.0,18.0,264.0,255.0,0.0,9.0,33.0,33.0,0.0,0.0,185.0,180.0,0.0,5.0,46.0,42.0,0.0,4.0,48.09,49.61,0.0,27.27,39.76,42.86,0.0,0.0,55.89,56.07,0.0,50.0,34.07,36.21,0.0,22.22
Jefferson-:-00 121,1119.0,1038.0,1.0,80.0,206.0,194.0,0.0,12.0,593.0,565.0,0.0,28.0,320.0,279.0,1.0,40.0,485.0,465.0,0.0,20.0,95.0,91.0,0.0,4.0,303.0,294.0,0.0,9.0,87.0,80.0,0.0,7.0,43.34,44.8,0.0,25.0,46.12,46.91,0.0,33.33,51.1,52.04,0.0,32.14,27.19,28.67,0.0,17.5
Jefferson-:-00 122,999.0,927.0,8.0,64.0,194.0,177.0,5.0,12.0,559.0,535.0,0.0,24.0,246.0,215.0,3.0,28.0,488.0,472.0,1.0,15.0,100.0,99.0,0.0,1.0,292.0,285.0,0.0,7.0,96.0,88.0,1.0,7.0,48.85,50.92,12.5,23.44,51.55,55.93,0.0,8.33,52.24,53.27,0.0,29.17,39.02,40.93,33.33,25.0
Jefferson-:-00 123,1644.0,1524.0,40.0,80.0,320.0,272.0,29.0,19.0,868.0,845.0,1.0,22.0,456.0,407.0,10.0,39.0,727.0,695.0,11.0,21.0,147.0,132.0,9.0,6.0,441.0,434.0,0.0,7.0,139.0,129.0,2.0,8.0,44.22,45.6,27.5,26.25,45.94,48.53,31.03,31.58,50.81,51.36,0.0,31.82,30.48,31.7,20.0,20.51
Jefferson-:-00 124,1841.0,1563.0,132.0,146.0,448.0,315.0,91.0,42.0,866.0,807.0,3.0,56.0,527.0,441.0,38.0,48.0,758.0,699.0,18.0,41.0,167.0,142.0,17.0,8.0,431.0,412.0,0.0,19.0,160.0,145.0,1.0,14.0,41.17,44.72,13.64,28.08,37.28,45.08,18.68,19.05,49.77,51.05,0.0,33.93,30.36,32.88,2.63,29.17
Jefferson-:-00 125A,1240.0,669.0,428.0,143.0,532.0,173.0,307.0,52.0,270.0,243.0,7.0,20.0,438.0,253.0,114.0,71.0,194.0,123.0,59.0,12.0,95.0,39.0,50.0,6.0,57.0,56.0,0.0,1.0,42.0,28.0,9.0,5.0,15.65,18.39,13.79,8.39,17.86,22.54,16.29,11.54,21.11,23.05,0.0,5.0,9.59,11.07,7.89,7.04
Jefferson-:-00 125B,1271.0,720.0,377.0,174.0,488.0,162.0,275.0,51.0,341.0,303.0,8.0,30.0,442.0,255.0,94.0,93.0,262.0,171.0,75.0,16.0,101.0,40.0,56.0,5.0,104.0,95.0,1.0,8.0,57.0,36.0,18.0,3.0,20.61,23.75,19.89,9.2,20.7,24.69,20.36,9.8,30.5,31.35,12.5,26.67,12.9,14.12,19.15,3.23
Jefferson-:-00 126,1162.0,999.0,85.0,78.0,327.0,248.0,58.0,21.0,415.0,392.0,3.0,20.0,420.0,359.0,24.0,37.0,452.0,411.0,21.0,20.0,144.0,117.0,20.0,7.0,190.0,182.0,0.0,8.0,118.0,112.0,1.0,5.0,38.9,41.14,24.71,25.64,44.04,47.18,34.48,33.33,45.78,46.43,0.0,40.0,28.1,31.2,4.17,13.51
Jefferson-:-00 127,859.0,640.0,149.0,70.0,322.0,188.0,111.0,23.0,230.0,211.0,2.0,17.0,307.0,241.0,36.0,30.0,249.0,209.0,23.0,17.0,90.0,67.0,18.0,5.0,92.0,85.0,1.0,6.0,67.0,57.0,4.0,6.0,28.99,32.66,15.44,24.29,27.95,35.64,16.22,21.74,40.0,40.28,50.0,35.29,21.82,23.65,11.11,20.0
Jefferson-:-00 128,930.0,694.0,151.0,85.0,316.0,182.0,103.0,31.0,279.0,262.0,5.0,12.0,335.0,250.0,43.0,42.0,307.0,263.0,20.0,24.0,105.0,80.0,17.0,8.0,118.0,111.0,1.0,6.0,84.0,72.0,2.0,10.0,33.01,37.9,13.25,28.24,33.23,43.96,16.5,25.81,42.29,42.37,20.0,50.0,25.07,28.8,4.65,23.81
Jefferson-:-00 129,840.0,736.0,32.0,72.0,233.0,187.0,26.0,20.0,315.0,300.0,0.0,15.0,292.0,249.0,6.0,37.0,336.0,314.0,6.0,16.0,101.0,90.0,6.0,5.0,145.0,140.0,0.0,5.0,90.0,84.0,0.0,6.0,40.0,42.66,18.75,22.22,43.35,48.13,23.08,25.0,46.03,46.67,0.0,33.33,30.82,33.73,0.0,16.22
Jefferson-:-00 130,548.0,455.0,38.0,55.0,159.0,123.0,26.0,10.0,176.0,168.0,0.0,8.0,213.0,164.0,12.0,37.0,183.0,155.0,16.0,12.0,65.0,49.0,15.0,1.0,74.0,68.0,0.0,6.0,44.0,38.0,1.0,5.0,33.39,34.07,42.11,21.82,40.88,39.84,57.69,10.0,42.05,40.48,0.0,75.0,20.66,23.17,8.33,13.51
Jefferson-:-00 131,508.0,65.0,410.0,33.0,325.0,11.0,304.0,10.0,33.0,21.0,8.0,4.0,150.0,33.0,98.0,19.0,98.0,21.0,72.0,5.0,66.0,4.0,62.0,0.0,8.0,6.0,0.0,2.0,24.0,11.0,10.0,3.0,19.29,32.31,17.56,15.15,20.31,36.36,20.39,0.0,24.24,28.57,0.0,50.0,16.0,33.33,10.2,15.79
Jefferson-:-00 132,468.0,322.0,84.0,62.0,183.0,93.0,68.0,22.0,111.0,100.0,1.0,10.0,174.0,129.0,15.0,30.0,166.0,128.0,24.0,14.0,70.0,41.0,22.0,7.0,57.0,52.0,1.0,4.0,39.0,35.0,1.0,3.0,35.47,39.75,28.57,22.58,38.25,44.09,32.35,31.82,51.35,52.0,100.0,40.0,22.41,27.13,6.67,10.0
Jefferson-:-00 133,606.0,126.0,431.0,49.0,408.0,49.0,338.0,21.0,51.0,31.0,13.0,7.0,147.0,46.0,80.0,21.0,177.0,38.0,129.0,10.0,133.0,16.0,115.0,2.0,21.0,14.0,5.0,2.0,23.0,8.0,9.0,6.0,29.21,30.16,29.93,20.41,32.6,32.65,34.02,9.52,41.18,45.16,38.46,28.57,15.65,17.39,11.25,28.57
Jefferson-:-00 134,938.0,681.0,182.0,75.0,389.0,231.0,130.0,28.0,248.0,232.0,2.0,14.0,301.0,218.0,50.0,33.0,273.0,231.0,29.0,13.0,116.0,91.0,20.0,5.0,83.0,81.0,0.0,2.0,74.0,59.0,9.0,6.0,29.1,33.92,15.93,17.33,29.82,39.39,15.38,17.86,33.47,34.91,0.0,14.29,24.58,27.06,18.0,18.18
Jefferson-:-00 136,675.0,511.0,91.0,73.0,261.0,164.0,66.0,31.0,164.0,152.0,3.0,9.0,250.0,195.0,22.0,33.0,191.0,155.0,19.0,17.0,73.0,49.0,17.0,7.0,59.0,55.0,0.0,4.0,59.0,51.0,2.0,6.0,28.3,30.33,20.88,23.29,27.97,29.88,25.76,22.58,35.98,36.18,0.0,44.44,23.6,26.15,9.09,18.18
Jefferson-:-00 138,251.0,110.0,99.0,42.0,139.0,42.0,78.0,19.0,40.0,34.0,1.0,5.0,72.0,34.0,20.0,18.0,74.0,34.0,33.0,7.0,53.0,18.0,31.0,4.0,11.0,10.0,0.0,1.0,10.0,6.0,2.0,2.0,29.48,30.91,33.33,16.67,38.13,42.86,39.74,21.05,27.5,29.41,0.0,20.0,13.89,17.65,10.0,11.11
Jefferson-:-00 150,2376.0,923.0,1214.0,239.0,1231.0,256.0,911.0,64.0,389.0,328.0,19.0,42.0,756.0,339.0,284.0,133.0,688.0,282.0,381.0,25.0,424.0,90.0,328.0,6.0,129.0,116.0,5.0,8.0,135.0,76.0,48.0,11.0,28.96,30.55,31.38,10.46,34.44,35.16,36.0,9.38,33.16,35.37,26.32,19.05,17.86,22.42,16.9,8.27
Jefferson-:-00 151,2063.0,893.0,962.0,208.0,1012.0,231.0,703.0,78.0,394.0,346.0,21.0,27.0,657.0,316.0,238.0,103.0,645.0,257.0,362.0,26.0,372.0,55.0,303.0,14.0,151.0,136.0,10.0,5.0,122.0,66.0,49.0,7.0,31.27,28.78,37.63,12.5,36.76,23.81,43.1,17.95,38.32,39.31,47.62,18.52,18.57,20.89,20.59,6.8
